orgao_entidade;sigla;codigo_indexacao;tipo_documento;grau_sigilo;categoria;fundamento_legal;data_producao;data_classificacao;data_desclassificacao;tipo_classificacao;prazo_classificacao_anos;data_atualizacao;link
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;021.06.1450;Informações das abas Homicídios / Vulnerabilidade Criminal / Dinâmica das Vulnerabilidades dos Relatórios de Gestão Estratégica (RGE).;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;022.06.1450;Informações dos Relatórios Analíticos de Dinâmica Criminal.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;017.06.1450;Informações referentes ao conteúdo das chamadas ao teleatendimento emergencial, via 190, 193 e 197. [6];Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;023.06.1450;Selo Prevenção Minas - Informações das atas das reuniões das Comissões Municipais.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;025.06.1450;Informações das atas das reuniões do Grupo de Intervenções Estratégicas - GIE.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;004.06.1450;Informações das atas das reuniões do eixo Núcleo Integrado de monitoramento à violência contra a mulher do programa MG Mulher.;Reservado;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;5;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;024.06.1450;Selo Prevenção Minas - Informações das entrevistas do Diagnóstico Municipal de Segurança Cidadã.;Ultrassecreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos III, VII e VIII, da Lei Federal nº 12.527/2011;2021-06-01 00:00:00;2021-06-02;;Classificada;25;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;SEJUSP;001.06.1450;Relatório de auditoria interna - Nº Processo SIGA 1450.145.31.0101.20.;Secreto;6 - Defesa Social e Segurança Pública;Art. 23, incisos VII e VIII, da Lei Federal nº 12.527/2011 e Art. 29, inciso I, do Decreto Estadual nº 45.969/2012;2020-03-20 00:00:00;2025-12-22;;Classificada;15;2026-04-29;https://www.seguranca.mg.gov.br/index.php/transparencia/informacoes-classificadas-e-desclassificadas2
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;006.04.1371;Produtos de auditoria – Relatórios, Pareceres, Notas de Auditoria relativos à avaliação e à consultoria de gestão de riscos;Reservado;4 – Controle Interno;Art 23, caput da Lei Federal 12.527/2011;2021-08-18 00:00:00;2021-08-18;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;005.04.1371;Papéis de Trabalho produzidos para subsidiar a opinião e convicção do auditor;Reservado;4 – Controle Interno;Art 23, caput da Lei Federal 12.527/2011;2021-08-18 00:00:00;2021-08-18;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;001.13.1371;Planejamento Anual de Fiscalização 2017;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2016-12-30 00:00:00;2016-12-30;2022-12-30;Desclassificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;002.13.1371;Plano de Fiscalização Ambiental 2018;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2018-02-01 00:00:00;2018-02-01;2023-02-09;Desclassificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;003.13.1371;Planejamento Anual de Fiscalização 2019;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-02-04 00:00:00;2019-02-04;2025-06-13;Desclassificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;004.13.1371;Planejamento Anual de Fiscalização Ambiental 2020;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2019-12-20 00:00:00;2019-12-20;2025-06-13;Desclassificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;007.13.1371;Plano Anual de Fiscalização 2021;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2020-12-29 00:00:00;2020-12-29;2023-03-09;Desclassificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;008.13.1371;Plano Anual de Fiscalização 2022;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2022-12-28 00:00:00;2022-12-28;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;009.13.1371;Plano Anual de Fiscalização 2023;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2022-12-30 00:00:00;2022-12-30;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;010.13.1371;Plano Anual de Fiscalização 2024;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2025-06-13 00:00:00;2025-06-13;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;011.13.1371;Plano Anual de Fiscalização 2025;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2025-06-13 00:00:00;2025-06-13;;Classificada;5;2026-04-13;https://meioambiente.mg.gov.br/informacoes-classificadas-e-desclassificadas?p_l_back_url=%2Fbusca%3Fq%3Dclassificadas
Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável - SEMAD;SEMAD;012.13.1371;Planejamento Anual de Fiscalização 2026;Reservado;13 - Meio Ambiente;Art. 23, inciso VIII, da Lei Federal nº 12.527/2011;2025-12-31 00:00:00;2025-12-31;;Classificada;5;2026-04-13;
Secretaria dePlanejamento e Gestão - SEPLAG;SEPLAG;1071501;Atas de reuniões do Comitê de Orçamento e Finanças (Cofin);Secreto;7 - Economia e Finanças;Art. 23, inciso IV, da Lei Federal nº 12.527/2011;Data da  realização da reunião;2025-07-04;;Classificada;15;2026-05-27;
Secretaria dePlanejamento e Gestão - SEPLAG;SEPLAG;2091501;Atas das reuniões da Câmara de Coordenação da Ação Governamental (CCGov);Secreto;7 - Economia e Finanças;Art. 23, inciso IV, da Lei Federal nº 12.527/2011;Data da  realização da reunião;2025-07-04;;Classificada;15;2026-05-27;
Secretaria dePlanejamento e Gestão - SEPLAG;SEPLAG;5041501;Produtos de auditoria – Relatórios, Pareceres, Notas de Auditoria relativos à avaliação e à consultoria de gestão de riscos;Reservado;4 – Controle Interno;Art 23, caput da Lei Federal 12.527/2011;Data de conclusão da produção;2025-06-12;2026-05-19;Desclassificada;5;2026-05-27;
Secretaria dePlanejamento e Gestão - SEPLAG;SEPLAG;6041501;Papéis de Trabalho produzidos para subsidiar a opinião e convicção do auditor;Reservado;4 – Controle Interno;Art 23, caput da Lei Federal 12.527/2011;data de conclusão da produção;2025-06-12;2026-05-19;Desclassificada;5;2026-05-27;
